track_id,title,artist_id,album_id,popularity,duration_ms,danceability,energy,acousticness,instrumentalness,liveness,track_genre
azgPw,No Volveré,estelaVp,estela_Qfc,30,200026,0.417,0.161,0.483,0.0,0.715,rock-n-roll
pSR0B,Country Music / Mexican Cowboy / Tough Cowboy,pablo_Hs,knee_t_7Y5,21,235893,0.48,0.558,0.82,0.0,0.821,comedy
t5RqC,Ya Vecher Mlada,nadezhPQ,world__OtC,0,88999,0.437,0.346,0.96,0.0,0.129,romance
4fItn,Tungs,the_frGO,you_ar_V9X,56,170298,0.565,0.618,0.0697,6.37e-05,0.509,garage
HUCAj,The Virginia Company (Reprise),toshihzC,pocaho_D3i,21,35506,0.407,0.162,0.876,6.21e-06,0.158,disney
7T5pH,A Better Haircut,originOn,amélie_JsM,22,275413,0.491,0.288,0.816,0.0,0.209,show-tunes
q6fw7E,the overthinker,one_hojm,the_ov_XUx,52,196250,0.663,0.351,0.406,0.0,0.147,sad
6sJWx,Bad Memories (feat. Elley Duhé & FAST BOY),meduzam6,bad_me_3hf,85,148629,0.607,0.767,0.118,0.0,0.122,electro
VyLgcM,Exhausted Divinity,niky_npU,suncor_Xs5,39,287500,0.535,0.68,0.0108,0.932,0.107,club
ykpm,Konu Kilit,norm_ebE,konu_k_LdY,38,212357,0.876,0.721,0.0216,0.0,0.0654,turkish
grgu,Won't Back Down,fuel07,hallow_mYF,0,201426,0.465,0.883,0.000101,0.425,0.638,alt-rock
ak0pux,Mother Superior,good_rHV,for_go_I0a,31,186000,0.474,0.829,0.00136,1.16e-05,0.345,hardcore
GbXrU,Waves: Night,ocean_eV,ocean__UXf,34,198212,0.0645,0.302,0.00312,0.0,0.607,sleep
DwMkz,Boa Me (feat. Ed Sheeran & Mugeez),fuse_oYG,boa_me_x5N,53,180500,0.906,0.597,0.165,2.94e-06,0.0775,dancehall
xf3Otk,PSYCHOPATH,boøwyMm,psycho_3Ft,26,285093,0.792,0.818,0.00787,0.014,0.0716,rockabilly
T8UiGo,Passou da Conta,bruno_DT,paixão_L56,46,281053,0.473,0.585,0.525,5.29e-06,0.097,sertanejo
iXFWI,Prisoner Of Love,spear_6h,one_ey_bZe,21,216893,0.491,0.904,0.000165,0.00186,0.186,goth
7CNa,No Rain,yonder9N,mounta_HmI,22,251693,0.433,0.47,0.0909,0.0106,0.675,bluegrass
zHSYnJ,So This Is Love,emile_vz,so_thi_WVR,56,172187,0.279,0.234,0.975,0.871,0.0908,piano
6jAYsI,Good Without,mimi_w5s,good_w_D6Q,69,182121,0.616,0.576,0.0723,0.0,0.375,songwriter
xxfYEz,Saturday Night (Feel The Groove),brando6t,armada_vtg,0,153925,0.692,0.775,0.0278,0.0,0.427,edm
6rIGb,The World Is Yours,naskE,illmat_s20,68,290573,0.678,0.794,0.274,1.68e-06,0.124,hardcore
2lrP,剛剛好,joker_hI,初學者_feF,53,250482,0.473,0.41,0.603,7.06e-06,0.109,mandopop
UNWe,Flow Natural,"tito_""Qo",perreo_JZr,2,173866,0.831,0.789,0.121,0.0,0.328,reggaeton
ZU1Td,Abracadabra,steve_Nf,hallow_n9D,2,308373,0.791,0.534,0.0749,1.99e-06,0.156,country
87jF,Heaven In Her Eyes,gappy_jL,the_bi_tRs,34,227333,0.875,0.484,0.0136,0.000626,0.154,dancehall
dfqYP,魔界舞曲,seikim33,地獄より愛を_SlO,22,321253,0.646,0.809,0.00331,0.0134,0.199,heavy-metal
9d40r,Small Time Laboring Man,georgeYu,mr._co_q4W,11,153862,0.497,0.29,0.914,3.33e-05,0.134,honky-tonk
pYrhf5,A teraz tańcz - Radio Edit,drosseff,a_tera_FeN,31,233469,0.68,0.79,0.0827,0.000318,0.107,disco
SYP2AY,Who Do You Love,arty;rLe,who_do_Wuv,62,208253,0.537,0.964,0.018,0.00138,0.16,progressive-house
WYr2O,Stabbing In The Dark,ice_niH4,happy__bNl,0,276866,0.333,0.943,0.00123,0.0,0.0609,metalcore
E6AdH,Kara Sevda,cem_kaAA,haykır_nNh,32,258626,0.367,0.756,0.0617,0.695,0.274,psych-rock
PMlOn,Be Alone,oliverjU,be_alo_TjK,50,219615,0.567,0.967,0.0108,0.0228,0.314,trance
zo6D,Ele Voltará,coral_qH,ele_vo_LEA,25,189640,0.471,0.882,0.0584,0.0,0.0976,groove
GKb1x,Fate of a Coward,days_n3Y,rogue__gXp,28,175046,0.583,0.534,0.569,0.0,0.351,acoustic
UXt7X,Instagram - Bassjackers Remix,dimitrXA,tomorr_HLS,49,217178,0.494,0.823,0.025,0.00101,0.209,progressive-house
3Zi9r,These Days - Slowed + Reverb,nico;u4K,slowed_Qxn,0,263316,0.255,0.131,0.973,0.124,0.116,songwriter
TxHV53,Eat Me Alive,swarm;Fy,i'll_n_ZzK,16,293173,0.398,0.872,0.00137,0.232,0.0981,club
b0Bov0,All The Love I Ever Had - 1990 Original Singles Version,hank_wYY,the_co_V3L,11,105706,0.517,0.178,0.991,0.0312,0.272,honky-tonk
2gqH,The Unknown,peach_Ya,cinema_GQ0,58,188368,0.594,0.69,0.151,0.543,0.366,chill
N2u6H,"Lama Nas Ruas - Ao Vivo Em Vivo Rio,Brasil/2010",diogo_5X,sou_eu_kD7,38,289213,0.565,0.777,0.254,2.02e-06,0.925,samba
e7PP,Heavy Heart,gamperqq,heavy__OVh,55,166993,0.79,0.526,0.182,0.00114,0.103,deep-house
wkerA,Suzy & Sally's Eternal Return,tess_pgt,and_th_ToN,25,200533,0.514,0.394,0.352,0.0759,0.333,psych-rock
HfaK,A Way Of Life,neophy04,not_en_2hY,18,326485,0.723,0.716,0.13,0.518,0.0745,happy
6xmbB,I'll Be Home For Christmas,the_mi6Y,best_c_YbA,0,147506,0.329,0.296,0.583,0.0,0.155,blues
bO3U0N,Du försvann som en vind,lasse_xx,greate_8MM,47,208120,0.633,0.696,0.0914,4.08e-05,0.266,country
anAR3A,18 ~eighteen~,masahaGB,残響_S1p,31,326600,0.609,0.76,0.131,0.0,0.41,acoustic
VZMF,Living Hope,phil_wry,living_60b,55,327000,0.292,0.535,0.0355,0.0,0.0977,alt-rock
NaL0qM,Blurred Lines,robin_kd,blurre_e5X,76,263826,0.853,0.599,0.00334,7.93e-06,0.0759,soul
ixgY,Don’t Think.Feel,uverwodT,the_on_pF2,36,226173,0.549,0.947,0.000337,0.0,0.252,anime
lEe9z,I Killed a Baby,christrA,voice__7xc,22,406746,0.564,0.902,0.842,0.0,0.949,comedy
Ys0xa,Plaza de Las Sirenas (with Pepe De Pura),vicentbj,memori_z7e,22,384200,0.675,0.602,0.772,0.0673,0.0767,guitar
oSfnm,Kalyan,multansl,old_wo_J4c,25,187684,0.763,0.414,0.0829,0.637,0.0552,electronic
v6pb,Hallelujah,rufus_Uy,christ_Yli,0,249026,0.273,0.196,0.885,0.0,0.105,songwriter
PUHU4,La Voz de los '80 (En Vivo),los_prUH,estadi_J1e,32,286017,0.426,0.959,0.00784,0.0,0.929,hardcore
kRCW,Michael - Love From San Francisco Dub,roy_daSi,michae_DYH,32,342800,0.879,0.703,0.00318,0.0244,0.0563,chicago-house
dHDd1,Barulho da cama,dj_viafB,barulh_At2,47,158769,0.888,0.731,0.558,0.0,0.113,funk
HsMS,L'autre valse d'Amélie,yann_tKG,le_fab_WxF,55,93400,0.515,0.39,0.706,0.000684,0.137,ambient
TBomSQ,Ud-daa Punjab,vishalni,udta_p_2IE,59,274701,0.909,0.906,0.09,1.25e-05,0.287,hip-hop
QZ2MeK,Styrofoam,ashleykt,good_t_eYS,0,175853,0.737,0.701,0.0495,1.11e-06,0.108,country
lr3Dw,Bound by Blood,rustageS,bound__u4k,44,193440,0.821,0.907,0.355,0.0,0.0859,anime
i8htr,Dynamite,btsBJ,proof_MNP,66,199293,0.746,0.765,0.0112,0.0,0.0933,k-pop
f0ki,Raat Bhar,arijitdQ,heropa_XbA,58,325581,0.619,0.88,0.0173,0.00104,0.166,pop-film
UR6bDq,LAST STARDUST,aimerxq,dawn_tDp,56,318666,0.473,0.845,0.0105,2.87e-05,0.13,anime
3fqS,The Good Ones,gabby_Qz,goldmi_4EH,74,215140,0.519,0.552,0.18,0.0,0.149,country
Ac9U,Os Outros - Ao Vivo,leoniuZ,leoni__QFa,45,209773,0.418,0.394,0.85,0.0,0.917,brazil
cnjw,Bulutlarda,ati242zn,bulutl_RUu,39,162384,0.734,0.551,0.463,4.09e-05,0.11,turkish
uv18,Apache,the_shwo,anothe_PlA,57,174186,0.595,0.451,0.0106,0.929,0.0962,british
DJvvHZ,Beyond Space,spuntiQG,betwee_fou,0,341159,0.0661,0.28,0.647,0.93,0.121,iranian
bKsiM,Meu Violão E O Nosso Cachorro - Ao Vivo,simoneN3,bar_da_aX9,46,213173,0.651,0.766,0.57,0.0,0.629,sertanejo
sqUn,Flow Natural,"tito_""ZV",perreo_0gH,2,173866,0.831,0.789,0.121,0.0,0.328,reggae
b2dZj,"Heute hier, morgen dort - Live",die_toG4,die_to_YsY,36,154412,0.229,0.98,0.00118,5.06e-06,0.511,punk-rock
x7dO2L,Poove Sempoove,noel_t3Z,poove__A8t,22,145365,0.458,0.207,0.912,0.029,0.107,malay
rrb9,Another Song About The Weekend,a_day_ds,homesi_JOF,26,225653,0.443,0.941,2.39e-05,0.0,0.0965,metalcore
CgPgc,The Scent of Rain,bigricMV,memori_WqX,46,228529,0.472,0.143,0.896,0.0712,0.0705,piano
4k8f,Leonora,emma_siR,ettern_DgW,21,237240,0.295,0.525,0.36,0.000102,0.164,opera
qnITQA,La Llevo Al Cielo,chris_0c,clásic_Fft,0,254920,0.795,0.845,0.105,1.14e-05,0.172,latin
dqnD,Trip,dj_smaBc,jersey_vdg,15,92682,0.752,0.886,0.129,0.0129,0.86,club
BXpY,Worn,tenth_Bn,the_st_Yo5,50,244120,0.51,0.42,0.384,0.0,0.102,world-music
9E3jk,Lindos Momentos,noda_d4o,meu_ví_Bvh,38,255294,0.65,0.702,0.0549,0.0,0.287,forro
vD0z31,Hangin' at Caltex,gee_teYE,gee_te_ozA,25,112222,0.168,0.942,0.0641,0.969,0.328,garage
2YP9,Cool for the Summer,demi_l53,fiesta_wFy,0,214739,0.581,0.609,0.00366,0.000145,0.13,dance
TIolxf,Eating Hooks - Siriusmo Remix - Solomun Edit,moderaFH,eating_db9,54,422200,0.661,0.728,0.00818,0.652,0.0599,electronic
38Zqj,I Can't Be - Radio Mix,hakan_l8,i_can'_4gh,44,194015,0.685,0.819,0.278,0.0562,0.182,groove
uDZoF,Lakshya,shankaJL,lakshy_16n,57,375706,0.64,0.743,0.0616,2.01e-05,0.25,pop-film
wfxm,These Countless Sleepless Nights,blind_G3,nightm_OZW,22,278120,0.414,0.994,1.24e-05,0.214,0.262,death-metal
t0se3,Un Vals,luis_s93,putuma_HI2,25,226906,0.596,0.168,0.962,0.857,0.157,guitar
OI5m,It's Christmas Time,smokeyMp,soulfu_0te,0,224946,0.637,0.711,0.0254,0.00169,0.134,soul
VbucIs,Schnaps,anstanHb,party__tb0,28,142320,0.918,0.67,0.188,0.000176,0.0722,party
PLgCf,Aakasham,aromalEa,hope_kmv,16,198691,0.659,0.551,0.297,5.81e-05,0.231,malay
GD9su,Vete,maelo_kM,regála_Nh9,28,288386,0.686,0.772,0.157,3.81e-06,0.109,salsa
7f92,Baby Blue Eyes,a_rockb4,on_you_wwT,56,220013,0.404,0.726,0.0501,0.0,0.214,emo
RJoE,Nada gano con quererte - Con banda,los_frvK,con_ba_dyA,30,193200,0.687,0.338,0.295,1.01e-06,0.111,rock-n-roll
84Fa,Firecracker,vishalON,jayesh_qmJ,67,166600,0.838,0.63,0.242,0.0,0.0719,pop
1Mm1,Never Stop,fm-84;PU,never__5ZQ,45,286040,0.404,0.743,0.00451,0.0402,0.172,synth-pop
WJaP,The Drug In Me Is You,fallinnS,the_dr_SHs,72,218786,0.548,0.855,0.0149,0.0,0.127,punk
19B3d,Celebrate,mwuanaBz,h5_xNi,29,157821,0.756,0.65,0.0221,0.0,0.275,dancehall
BXOF,Snootch,iliza_r6,war_pa_bCU,22,238117,0.586,0.903,0.839,0.0,0.672,comedy
kFOuKr,C'est bleu,scootelb,20_yea_0IW,27,191266,0.497,0.921,0.0727,0.000187,0.362,techno
Yj0r,Afterlife,avenge36,avenge_dgS,70,352426,0.487,0.949,0.000429,2.91e-05,0.231,alternative
LVlnah,夏を抱きしめて,tubeTh,best_o_IX9,36,262360,0.51,0.733,0.149,0.0,0.0334,j-pop
I9Dp,Trasnochando,miguelEz,tango__thc,17,183414,0.66,0.13,0.912,0.516,0.194,tango
tVCiYP,Apricots,bicepln,aprico_MZw,54,246506,0.819,0.599,0.347,0.824,0.083,ambient
O6foKu,Koodamela Koodavechi,d._immhi,rummy__8ZX,58,300373,0.694,0.695,0.324,0.0,0.177,pop-film
6UOo,How Deep is Your Love - DJ Snake Remix,calvinZb,how_de_oR8,41,222400,0.616,0.903,0.015,0.00102,0.141,progressive-house
qlWn,Big Red Car,the_wiFB,here_c_1zf,31,107920,0.767,0.904,0.306,0.0096,0.0636,children
BieFl7,When You Wish Upon A Star,jim_brEx,soothe_yvk,20,158482,0.255,0.0928,0.976,0.927,0.143,new-age
ao9f,Marry Christmas,salem_il,it's_c_YYK,0,162009,0.541,0.753,0.0677,0.0,0.108,indie
ovDk,Dark Secret,mattheOv,music__CVd,21,243333,0.5,0.735,0.124,0.013,0.0568,power-pop
p2w2C,OMFG,lil_pe01,hellbo_L0D,66,197853,0.576,0.702,0.24,1.82e-06,0.114,emo
GdaH,Memorial,devendQr,rainy__4qw,0,278876,0.445,0.147,0.97,0.0188,0.118,folk
cgixoh,Rare Rocks That Look Like David Letterman,jobiimA,fuchsi_yWf,28,149611,0.765,0.418,0.673,0.812,0.111,study
t1MKUH,Around The World (feat. NOUMENN),kshmr;Wq,around_L9s,45,199017,0.582,0.863,0.0334,1.42e-05,0.371,progressive-house
WHoW,I Am III,bölzerjY,hero_iAh,17,563226,0.228,0.981,1.86e-05,0.0318,0.192,black-metal
hWhAbl,"Kingdom Dance - From ""Tangled""/Score",alan_mos,tangle_xGC,62,140413,0.239,0.614,0.0904,0.403,0.129,disney
8bntw,醉清風,xian_zDs,不愛最大_u4S,43,261982,0.584,0.408,0.724,3.03e-06,0.0732,mandopop
NdhG3p,少女A,akina_DZ,コンプリート_suC,20,213813,0.588,0.79,0.00518,7.9e-05,0.0374,j-idol
4SxykF,Renge Aroosi (Old Song),martinqS,8_bit_CNH,0,93000,0.444,0.92,0.144,0.936,0.341,iranian
2Yrc7,Chapel,felmaxGA,chapel_wOX,38,201562,0.601,0.956,0.000395,0.877,0.242,dubstep
D4Ucw,VIP Sound - Benny Page Remix,deeklipt,genera_7mw,11,250971,0.627,0.854,0.000943,0.000756,0.21,breakbeat
vi9t,Kalank (Bonus Track),pritamCG,kalank_F9B,48,308135,0.567,0.671,0.492,5.86e-05,0.102,indian
CFvjau,Mayonaise - Remastered,the_smd4,siames_xY5,55,348773,0.482,0.529,0.000107,0.546,0.0839,grunge
etCAFd,Maahi Ve,shankaWS,kal_ho_8uN,63,366853,0.815,0.833,0.0297,2e-05,0.33,pop-film
UTu5c,Bullshit,dune_rX0,bullsh_0Ru,26,180581,0.499,0.967,9.19e-05,0.0,0.352,garage
me665,Mumbai Dance,nucleyMl,bass_r_JRG,46,183092,0.655,0.892,0.0202,0.0917,0.321,indie
TgWV,socha na tha,zaeden0j,socha__ryh,41,144250,0.489,0.752,0.665,0.000669,0.55,indie-pop
JfyC,Una Lágrima Mas,rosarijx,rosari_h3p,28,227453,0.637,0.844,0.25,0.0,0.319,spanish
kuu3vZ,Fire Blood and Steel,brothecy,prophe_J59,55,192000,0.541,0.912,9.26e-05,0.00518,0.168,heavy-metal
SVbCj,Vuelve,juan_mLM,queda__6uf,0,213240,0.661,0.677,0.628,0.0,0.0793,electro
zFQma,No Estoy Convencido,los_crzx,discog_pC2,23,59268,0.366,0.89,0.000149,0.194,0.37,power-pop
hgZlg,Ida Red,stringkb,a_salu_NW8,22,76173,0.439,0.434,0.679,0.45,0.31,bluegrass
TxvDpv,Get Down The Clown,boogieWE,get_do_bQP,26,211200,0.593,0.946,0.0147,0.0691,0.328,dub
fjoS,Devil On My Shoulder,chelsezM,mega_h_m88,0,212493,0.661,0.323,0.649,1.82e-05,0.193,electro
c65e,PPP,kevin_tM,reggae_321,2,129332,0.798,0.625,0.383,3.33e-05,0.125,latin
nam8nH,Oh Oh Não,chicãoUy,oh_oh__ZRk,41,163920,0.7,0.929,0.18,0.0,0.0482,forro
33gJA,Joannie Works with One Hammer,the_wigd,wiggle_oEM,30,107189,0.652,0.491,0.516,0.0,0.192,children
KKEo,Powietrza,moskwaiL,moskwa_SuQ,32,140653,0.29,0.977,0.0383,3.1e-05,0.163,hardcore
iRHm7p,Abyss in Vision,devil_Wb,ecstas_kAn,19,284053,0.456,0.93,0.000138,0.917,0.243,black-metal
QZNi7q,By the Deep Sea,federinM,by_the_aXB,52,238318,0.541,0.21,0.885,0.868,0.0876,ambient
Qijm,Slaying the Runway,lani_lPE,slayin_xHP,8,153808,0.756,0.543,0.274,9.62e-06,0.139,kids
Ut8Fw,"Nine Variations in D, K.573 on a minuet by J.P. Duport: 7a. Variation VI - Pt. 1",wolfgaH7,mozart_aYf,16,63893,0.457,0.0343,0.989,0.953,0.0988,classical
XV43,You Caused It All By Telling Lies,hank_wHz,the_co_2gY,12,96733,0.461,0.327,0.939,0.0,0.587,honky-tonk
XviXpL,Mirage (Don’t Stop),jessienl,autumn_sXR,0,287226,0.796,0.71,0.109,0.000846,0.124,soul
K5xK3,Miracle Maker - Matt Guy Remix,dom_dops,miracl_l8N,0,229428,0.78,0.929,0.177,0.14,0.213,deep-house
OBXOH3,Me Leva,onze:2ZX,a_noss_r8f,34,252203,0.618,0.648,0.383,0.0,0.0874,j-rock
Yjp4,Community Count to 100,jack_h0r,super__4sg,9,192889,0.93,0.962,0.118,0.0,0.0697,kids
k7ui,TRASH CANDY,granrob5,trash__1rj,49,286293,0.463,0.971,0.0014,0.0,0.306,anime
1pCzO,Musafir,arijitHN,musafi_fbw,45,244067,0.571,0.13,0.844,0.0,0.0833,indian
ptdHp,Boy In Luv,bts5A,proof_pmD,62,231384,0.492,0.931,0.00244,0.0,0.353,k-pop
Pvr3iy,Det är vi ändå - Live,benny_KX,bao_på_i9L,36,238306,0.592,0.437,0.757,0.0,0.914,swedish
eM8myy,Tighten Up,the_baMh,tighte_D9q,18,230960,0.569,0.949,0.0224,0.862,0.0701,afrobeat
tVD3Y,What Can I Do,myrner1,what_c_g8V,38,256000,0.518,0.812,0.215,0.00752,0.144,dubstep
QL3Hsg,Even After All,finley2S,essent_Z73,28,234466,0.782,0.264,0.557,0.0545,0.101,british
wZVee6,Dream 1 (before the wind blows it all away) - Pt. 4,max_rivQ,sleep_ibR,55,133629,0.282,0.00212,0.993,0.964,0.104,ambient
umQdD,Family Affair (Dance for Me),david_W2,beauti_7A7,4,158391,0.869,0.726,0.0784,0.0,0.107,edm
x4atQK,Sirena (Versión Acústica),kenia_Jn,en_viv_uPf,46,242261,0.599,0.477,0.75,0.0,0.063,reggaeton
fnE7,彼方で,masahasX,akira_UDT,29,272320,0.459,0.57,0.199,0.0,0.137,acoustic
Lwsizo,Xerrox Spark,alva_nYl,xerrox_aYj,11,370386,0.0963,0.222,0.971,0.967,0.112,idm
X6PT,Rainfall on Roof,rainfaxz,rainfa_nIO,34,179736,0.276,0.985,0.857,0.649,0.949,sleep
Qw7ZC,Down the Line,beach_ks,somers_m1M,67,158474,0.615,0.743,0.237,0.00431,0.148,chill
tLVa,Jungle Style,aries;nl,jungle_VmQ,17,242221,0.678,0.961,0.00475,9.47e-05,0.136,drum-and-bass
0vLRIC,Are You Ready For Love? - Remastered,elton_Fi,diamon_U47,64,212440,0.803,0.748,0.254,0.00212,0.113,piano
nReL,Djon maya maï (feat. Victor Démé),synapsOI,conver_FSo,64,194706,0.79,0.647,0.2,0.109,0.0766,synth-pop
rc8dV,Don't Look Down,tramplMT,stars__Tdi,22,199666,0.514,0.749,0.501,0.947,0.215,bluegrass
ZAIpS2,Emphasis - Sandro Galli Remix,joseme3Q,she_ha_Rh7,0,446769,0.57,0.897,0.0437,0.924,0.133,techno
